export_source_country_2021,"Afghanistan, Islamic Rep. of",Albania,Algeria,American Samoa,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Rep. of","Aruba, Kingdom of the Netherlands",Australia,Austria,"Azerbaijan, Rep. of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,"Belarus, Rep. of",Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Rep.,Chad,Chile,"China, P.R.: Mainland","China, P.R.: Hong Kong","China, P.R.: Macao",Colombia,"Comoros, Union of the","Congo, Dem. Rep. of the","Congo, Rep. of",Costa Rica,Côte d'Ivoire,"Croatia, Rep. of",Cuba,"Curaçao, Kingdom of the Netherlands",Cyprus,Czech Rep.,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,"Egypt, Arab Rep. of",El Salvador,"Equatorial Guinea, Rep. of","Eritrea, The State of","Estonia, Rep. of","Eswatini, Kingdom of","Ethiopia, The Federal Dem. Rep. of",Falkland Islands (Malvinas),Faroe Islands,"Fiji, Rep. of",Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep. of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,"Kazakhstan, Rep. of",Kenya,Kiribati,"Korea, Rep. of","Kosovo, Rep. of",Kuwait,Kyrgyz Rep.,Lao People's Dem. Rep.,Latvia,Lebanon,"Lesotho, Kingdom of",Liberia,Libya,Lithuania,Luxembourg,"Madagascar, Rep. of",Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands, Rep. of the","Mauritania, Islamic Rep. of",Mauritius,Mexico,"Micronesia, Federated States of","Moldova, Rep. of",Mongolia,Montenegro,Montserrat,Morocco,"Mozambique, Rep. of",Myanmar,Namibia,"Nauru, Rep. of",Nepal,"Netherlands, The",New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,"Korea, Dem. People's Rep. of","North Macedonia, Republic of",Norway,Oman,Pakistan,"Palau, Rep. of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,"Poland, Rep. of",Portugal,Qatar,Romania,Russian Federation,Rwanda,"San Marino, Rep. of","São Tomé and Príncipe, Dem. Rep. of",Saudi Arabia,Senegal,"Serbia, Rep. of",Seychelles,Sierra Leone,Singapore,"Sint Maarten, Kingdom of the Netherlands",Slovak Rep.,"Slovenia, Rep. of",Solomon Islands,Somalia,South Africa,"South Sudan, Rep. of",Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Rep.,"Tajikistan, Rep. of","Tanzania, United Rep. of",Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,"Türkiye, Rep of",Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,"Uzbekistan, Rep. of",Vanuatu,"Venezuela, Rep. Bolivariana de",Vietnam,West Bank and Gaza,"Yemen, Rep. of",Zambia,Zimbabwe
Thailand,10462551,6168534,62149217,0,145411920,0,0,1361386829,6915574,0,10721677064,263332124,11897284,3585499,107698057,1208329197,17830968,4957926,1943475481,1168448,163344146,2013880,0,26889056,0,1377504,1890731006,82007420,85878225,13281358,2111793,5542150,6964338824,120950455,1819910437,958816,343849,600787241,36583681644,11396535439,33233712,286100337,638914,0,29738776,92721592,143767801,0,4214079,2510380,26339967,767913109,387595655,36036705,2433353,66851984,227119971,1155891314,55744399,0,0,37820461,1500835,42563690,0,9700,52220470,248802649,1834967616,35592369,15270797,8935021,0,4859204765,144250710,102441,143903090,22505,3255124,7920154,124744062,18617141,586255,14017853,8988231,0,81301819,496844469,6634963,8398752245,8718001724,138115194,281737082,391117575,811505678,1820534976,68269784,24583214762,173788618,49427545,204968576,2016052,5786204137,0,298251770,895582,3933611400,41351513,101193138,582003,11718694,188282043,31591218,4539391,22017183,13113990,11864072511,69337195,20995540,21067730,0,12324959,54766759,2802155927,2916436,966845,15309742,910799,0,112944314,179235052,4248334681,11751284,377639,56692363,5241022925,0,1857279707,25521333,48727412,273750457,65530,0,205108317,504355777,1586696058,0,122361024,135901385,31345784,339895031,6953669422,545310596,231457557,296841272,219696006,1011400409,5160734,13510,234622,1612617637,130045167,19404712,9230374,12575914,8862938256,0,0,0,14416764,13223949,2951888422,0,914724855,355083058,0,0,870921,29820644,20805359,451591151,1461807937,31688261,1584139,127958509,0,0,74779123,3488957,73612970,96520625,1332207014,3367798,0,25428468,132548193,2735647369,3431788868,41079627674,39952756,24729529,11908945,12082588,12330486246,0,0,11204458,11563382
"Timor-Leste, Dem. Rep. of",0,0,0,0,8714,0,0,0,0,0,1005434,5219,0,0,0,0,0,283,135,0,0,17492,0,15155,0,0,47,3801,0,0,0,0,0,0,31329,0,0,0,147580770,649575,0,0,0,0,0,0,0,0,0,0,0,0,6579,0,0,0,0,36288,112,0,0,0,0,0,0,0,240,0,78,0,0,0,0,361614,1261,0,0,248442,0,0,0,5093,0,5851873,0,0,0,116064,266063,0,18470376,116171,0,16254,0,38859,0,36077309,0,0,0,0,120122,0,0,0,51,0,1120,0,0,0,0,0,0,0,6109356,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,12,108,333566,1155,0,0,0,0,44134,0,0,4033,0,302,0,0,54099,0,27756,0,742,0,0,0,2849,488,276696,848,0,0,7687580,0,0,0,0,0,0,0,118900,0,0,0,180,0,0,0,110089406,0,0,1920,3240,0,0,0,2832,0,82463,0,0,0,8,15996,1670,5390340,0,0,0,0,437424,0,0,0,0
Togo,0,0,148788,0,51432,0,0,0,0,0,31895243,3612,0,0,0,11655360,0,0,7362426,0,116092735,0,0,0,0,0,37524,0,5241324,154141200,0,0,0,2833130,367034,1258079,1393831,0,11991786,35316,0,0,0,1140738,1365240,0,83793161,0,0,0,0,588,116880,256200,0,0,0,46524,0,690697,0,82548,0,0,0,0,0,2484,61997420,0,3934148,59832,0,3579931,93859677,0,109569,0,0,0,0,5686494,500773,0,53112,0,0,6696,128076,78222055,2949168,0,0,17,180,5598692,0,131408,0,0,526437,0,286908,0,5760,0,0,0,626906,0,1064877,39192,4488,0,86916,0,8505079,0,119807766,5472,121620,229095,687132,0,0,0,0,0,0,1466595,454092,0,225813,0,0,6183816,0,8858892,0,86819297,30695552,0,0,0,0,30409375,0,17064,0,0,0,9703130,15756,498624,0,1776,0,124128,0,599253,0,46755144,0,0,616992,130858,0,0,0,0,17412,490768,0,2868452,128040,0,0,0,105048,40056,149652,1121721,0,0,58308,798264,0,0,0,0,19200,11944247,0,0,260136,116796,1112540,781052,10968659,5412,0,0,0,3529234,0,0,882756,0
Tonga,0,0,0,49154,0,0,0,0,0,0,2566518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15505,0,0,0,0,0,0,0,0,0,0,0,529552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305001,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956583,0,0,0,0,8064355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10134628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,0,0,0,2980389,0,0,0,0,0,0,0,0,0,0,18967,0,7603717,0,0,82875,0,3999545,0,0,0,0
Trinidad and Tobago,0,0,4296,0,1539744,8772552,27301452,20867230,0,3658425,5654369,624,50733,1513889,0,1380,103773154,0,307295060,17989188,0,1001216,0,79319,0,0,225964312,10548,0,0,0,0,0,822,116401358,0,0,81465689,174605902,26398738,0,296613603,0,40020,0,10290514,92928,0,5443744,3759334,75120,20556,214008,0,28180243,81419070,3807382,58414,1960381,0,0,0,0,0,0,0,10272,7035984,315052303,0,131244,0,0,142102418,1115400,1592,1440,0,72005908,154584,4043521,0,0,576694545,2897362,0,4066214,13320,0,7596797,20532,0,36492,4544232,1261788,8825431,189016084,33561356,4388604,0,14976,0,294532321,0,58833,0,0,0,0,0,177850,0,0,564,5121324,0,1325562,0,0,81771571,12884160,0,0,372126531,0,0,0,0,2946903,278962424,22536,0,0,0,0,132646588,0,974052,14796,0,455136,64980,0,29476655,64853,217261,0,106914770,0,9336,7877781,252,34101,38584900,107436,4008,329389,0,0,0,18681960,3662208,0,0,0,1924757,9632804,0,0,0,0,10744421,0,184609029,0,26473087,63193554,53186124,0,126948834,7169232,4812930,0,0,7404,11091927,0,0,0,0,5040,3124191,0,0,0,7836,5942987,56890220,3586260792,378072,0,0,1589465,2727391,0,0,0,0
Tunisia,182724,16549468,236614313,0,5377231,0,2820,4890948,90936,0,23959441,97078418,887417,0,1667892,90633503,0,44196,311486445,0,12620117,0,0,756,573509,0,37520966,0,20000768,27830493,518136,238404,312060,34455783,91930355,586820,5510806,616651,74787668,46805339,298200,2192415,385849,837360,15667615,12876,85036201,4516528,334065,0,3078962,85323345,14022710,817999,0,549677,219636,67030070,138312,3547711,0,498214,0,23262833,0,0,0,3037528,4019596659,964077,24662568,4057493,797171,2136279884,22928278,12770607,62933751,0,0,0,193027,30243447,397140,37152,36480,0,22743312,48772658,1464814,171110726,29961123,2961843,13632270,78050794,0,3067023037,0,47528176,19915128,5468,21329494,0,25168357,0,4538333,0,0,444303,18067025,0,1680136,645673842,1769367,3815108,11906229,0,26939606,287004,12795438,105104303,7368,19281869,6391631,25226205,0,398076,0,0,0,253451609,108218,0,0,4560,0,432402786,244452,5059512,54432,16915421,7632233,0,1186801,18551745,17834603,5185383,0,985707,69732,145435,1904535,2020980,159517450,89199966,14840230,152889234,20860646,203744,0,0,35291175,55011361,5227979,3768166,3806811,15419240,0,89843550,4285407,0,907032,20752789,0,678923582,177852,0,0,0,2152869,101292,64380343,202212918,4254460,0,747004,3602975,0,12368331,0,80076,0,264986019,4983504,0,568980,4506715,95068864,272165205,382671556,285000,78696,0,0,5814731,189054,3234469,22956,1059084
"Türkiye, Rep of",258637068,790148881,1698255962,248048,203194772,166845,9022437,237705636,2341582,1346107,970995796,1520151478,2342788737,47843460,173163695,572922382,17909283,915331222,4899299653,8677704,149702424,1395221,72951,45325819,646544921,3205248,1025368525,8700998,3953435940,96020612,2353315,10342611,26334027,184299064,1687173392,3708774,52956423,627321522,3662747787,1055754842,14170372,420660122,17308257,53669496,85306465,103722785,430907490,500900053,28854247,12141,0,1649028368,1301101843,306967214,2264507,233197772,57881271,4513693095,41921544,34117412,23666418,126296272,646463,354348431,107938,624780,4230926,510126425,9111136530,5590531,48833150,69630290,1703745402,19311022742,461835572,95694035,3118900193,29873,2212035,1354351,132043419,223719500,9761812,68508091,139936209,0,66369667,1399015748,30430408,1304819844,313043655,2770742675,11125649808,958669026,6355775033,11473020914,168023718,521772946,780810640,1288142381,332061244,350839,996232128,553722436,691393880,749443167,1189490,160975197,1694516886,275889,269007573,2771261412,364537446,76927361,65806757,4633292,445165759,47451369,86865454,738455710,149516105,409406629,90151743,839835834,100796,453079372,69686527,111108760,161,2976887579,122538220,21161426,3769390,18,96239214,6764785944,8663852,128002954,17391996,78182906,840746652,0,570386860,937571173,498106879,773084009,0,304855755,2942418,87541412,577646051,112504395,4673824799,1496766207,1151030461,5175020863,5774391900,78560944,391010,4558134,265399542,528955988,1484954162,12268571,134365782,888879942,0,663827547,1797076543,112017,354917148,861262568,10868773,9619641951,93865124,3781335,2273548,6370137,278754498,30117651,1688591795,1257499833,2108338558,258353544,253975400,236224317,814316,119523055,219588,96558186,1376258335,0,984446065,1216779,59607861,2900544692,5493361527,13703694821,14720364293,115426565,1841623051,7133245,299264411,336663717,99586600,1097795487,20094431,14731254
Turkmenistan,162479397,6787497,0,0,0,0,0,1251886,5724580,0,14047,155364,66743112,0,0,6700305,0,6731038,964207,0,0,0,0,308735,912,0,96667662,0,33497788,0,0,0,33135,0,621468,0,0,134031,6457039458,2549,0,12084,540,0,0,192,0,22476819,0,0,92383228,30772,504,0,0,0,0,3280726,492,0,0,31987,334,0,0,0,0,0,6910906,0,0,0,193667136,802819,0,0,43916694,0,0,0,0,0,0,1605855,0,0,0,3358686,0,3595505,27139337,0,0,1230,188679,68047474,0,84549,210408,0,711552,0,29246,156408,0,30923964,0,42775,4655446,0,0,0,809629,0,21233,0,3109367,0,0,1144,0,0,0,75470,0,6854668,13224,729,0,47750161,34073,371038,0,0,0,16048047,0,3950,0,0,0,0,0,40404,972,10425324,0,0,0,2,0,8491,4399089,3272832,0,266892445,132542067,0,0,0,50262,0,8469714,0,0,21022742,0,0,362,0,0,14991,0,13868757,0,0,0,41,0,0,7490,106138,0,20940771,0,5841,0,0,0,0,8881452,670627469,0,0,0,84725021,7407891,420903,20749424,15,648858903,0,0,0,0,0,110365,0
Tuvalu,0,324,0,0,0,0,0,0,0,0,4047,22,0,0,0,0,0,1037,10948,0,0,0,0,0,2816,0,60,0,0,0,0,0,0,0,0,0,0,37604,35924,0,0,792,0,0,0,0,72,0,0,0,0,0,0,0,0,0,944084,0,0,0,0,781,0,0,0,22837,111000,44,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4775,0,0,8161,0,0,4068,0,0,0,0,0,0,1416,0,1031000,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,8928,0,0,0,0,59000,0,33,0,0,0,120,0,0,0,0,0,8036,0,15186,75,0,261330,0,0,0,4536,2,0,0,0,0,0,3661187,1020,0,0,0,5893,0,0,0,20125948,0,29112,0,0,3596,0,80,0,0,0,9876,0,24095,0,0,0,0,0,0,2418,0,0,0,744,0,0,0,0,0,0,79496,0,0,0,8441,80988,14436,297600,0,0,0,1894,0,0,0,35,0
Uganda,0,0,0,0,0,0,0,0,0,0,1998178,0,0,0,0,0,0,0,116900203,0,0,0,0,0,0,0,1493,0,0,0,72711331,0,0,0,4940474,0,0,0,34696933,45473233,0,0,0,338723856,1225710,0,0,3969932,0,0,0,0,2475824,969,0,0,629181,25017940,0,0,0,0,0,24904991,0,0,0,2145747,8259320,0,0,0,0,132521182,0,0,6994005,0,0,0,0,0,0,0,0,0,0,898906,0,70435325,26108734,0,0,0,14815871,181674671,0,6762136,2402761,0,520551797,0,2936220,0,0,0,0,0,726451,0,0,0,0,0,533327,4443155,18734263,0,0,0,0,0,3205398,0,0,0,0,0,0,31970884,0,0,0,0,0,105581071,0,125906,0,0,0,0,0,250995,0,20209960,0,0,0,0,0,0,4684989,16003541,0,5753325,12747930,1679136,0,0,4903547,0,0,495,0,8951627,0,0,12777032,0,1454226,22651060,485796301,46958842,0,0,0,0,46738443,0,5067058,27247009,0,0,107034737,1490810,0,0,0,0,875012,26958058,0,0,0,9080458,1070934124,10096803,76978247,0,0,0,0,11050240,0,0,12486177,301047
Ukraine,4553580,39767649,410226513,0,17694315,2000,24432,33462449,130866288,4000,61332621,904647884,389528520,197523,6252928,250566411,469546,1462710088,650161362,69128,47324797,11661,0,9323565,26355282,396782,189414278,54184,781768022,30675118,1621903,1781350,2370885,99460151,155869084,1392916,4215397,11210245,7992488808,78141083,1000,207303357,736129,14299411,11149766,163769779,92918001,46588354,3486064,17639,46305879,1378783248,279832181,82553349,5956,360742912,4091927,1909976739,939491,2631117,11510106,163196673,0,245732381,35464,39845,54375,108098764,850247983,78005,19047061,37354228,430511876,2789941079,136988104,132573,221449547,0,57700,0,53902781,19170511,182085,4505554,36588638,0,5032983,1583354564,1216985,2513802516,734952514,590276697,686665054,97898293,711700692,3240247941,73520,341492037,193811140,424534743,155008336,0,267277386,0,38149637,51466941,253855,282454661,386036241,6095,9565625,425006745,553364413,15672686,11929391,226923,136386949,2974963,28215070,30372005,429386,63265057,3130088,188568171,0,841603790,25109591,6774641,0,520872469,22764277,26320194,331534,0,20471687,2128416475,57512,11801756,183966,1731389,153645283,0,10179748,38354340,183471963,572623357,130753,5004383,195076,412731,126543394,107527328,4979111019,315639994,140218473,1500262355,3349099123,1181051,1710836,0,779544376,123963293,195729560,678121,6682788,21786029,29970,948557498,67379279,0,21610671,21868922,3927161,1639827938,23317081,10666,0,6349,53027430,7585820,106076086,212243788,3265188,22021000,54893053,262989075,0,36368810,0,1620241,386054116,3999611957,52521783,3266,7562217,0,516970976,1045960240,1549882822,3195571,402818084,1674,5043038,278633136,21729413,234705458,461394,41190
United Arab Emirates,127740792,13742660,432919100,0,299325623,0,724276,318450000,35174074,2362973,1047729341,81525646,34322074,0,731356329,1460872025,1286261,19861320,2146061549,5233586,119617462,63159,1564689,7339381,50944280,332681942,977759216,170975994,40868578,32193572,73755946,956622,89562716,74869916,439290085,8483182,0,43015682,26593894479,9667747174,4777804,55778147,181465667,490388231,63096029,10567528,64676132,30028844,455854,0,62332101,229221515,46311406,207438999,159973,8934467,50557682,2026009768,14380788,0,36778357,4676963,8796921,452324320,0,4971,7932466,11771406,1820577357,292764,21272710,14401814,134572391,789979354,271917998,0,174155822,160026,1694920,0,42997546,256332725,0,5572083,852524,0,2282376,19059233,406651,40598702802,1857249010,2575219235,0,193783633,727452832,2324922973,4482507,25452693119,1347511915,55593593,1536230505,30845,6904467926,11231605,1531942180,14144796,0,16078655,723241031,6379285,16456879,1493817020,11173452,16064423,213459038,300098676,2670075411,314353836,55091024,11502729,0,509171187,385988374,559643000,0,4656373,6574827,693089,12971,965491708,676179809,142281932,45936051,0,392005592,1073677832,11206584,1513507249,7551468,20876641,721160819,0,11799667,81712403,10398938888,6918940680,31336,2686225,0,116527768,44071174,896014594,146746750,170668447,58369022,63036455,260663664,287628734,0,846496,11765978278,363381659,8534755,229607698,181764679,11836503267,0,5187174,29724563,0,0,1888932810,0,905456761,1329314441,42681,515197,66017,972091267,2268896,93607561,8247003446,149636335,18585155,1282553397,8956696953,675238,44232839,0,9783446,160529021,2304395887,0,0,765768523,77102176,0,2615246638,5614557896,34689300,116220617,110276,7356543,535786807,39587587,1049932971,635638232,56435490
United Kingdom,27534305,30328300,318317003,271172,324526305,9436177,24725931,520730637,21201024,6941383,6116985665,2449035056,559089355,105308741,388244784,580641957,62487684,142075793,22034805545,11431519,32928318,42599569,617374,18660457,38068347,18195752,2735946437,61536813,366680532,21869792,3055503,2405256,61821725,62503479,7635805686,1546886,13003556,707407909,23545664223,10626797937,275785339,465821116,1145701,61021568,18046702,78977149,198750446,187601330,7076221,13320662,399195075,2565644999,3379275580,18891388,12143480,178758095,90180779,2002132103,34408986,43261249,2392529,341730309,8142417,600639842,85776229,23447903,6959785,1391597451,26630624574,6465371,54916026,40091246,106584845,40867592445,599348065,542729248,1039420796,2106826,13310471,6113270,43489038,29663068,332231,102808412,14385378,665756,22133352,1766113446,433766789,6316835061,1129991971,92113699,473160980,31133100989,1973450601,12523003631,62254196,8144768260,317534498,363166871,429418098,5413,7067737808,11096770,755406189,3270608,11949732,588272751,219599481,2047547,14831432,151448586,724152937,753134571,11753832,20561208,2203983791,24006937,40998959,434466535,86427,14570277,72287787,1547630137,33656,32783054,42101079,42005245,460115,846574334,59493075,25629150,97270678,153536,15051502,35627938488,13596189,1237073310,5133998,14097320,1820921860,0,1437081400,4545344220,580828311,938984521,14228,222023784,23424719,29886622,217275246,625934780,5712998687,1681053058,2465252591,1332325634,4010570811,25525266,752049,352952,4160853555,204714714,243921673,26262153,45371493,7226121538,6711634,1339548467,357374527,17131392,20235111,2166711813,7903549,10995311366,231419740,6426279,22537683,18332801,64756333,14385638,6390424886,25472906389,3045179,414333,128169999,1767718278,387086,68901031,110925,161298006,254811986,6735980687,13605380,20873,68746064,915280147,6921219908,0,63181538770,129608045,74130221,110983,21090929,851515910,2819787,55783223,85843373,58543092
United States,247405234,97557514,783625136,0,449394999,80976841,556321508,7739467345,44460126,537091298,26433487587,3954691928,133838440,2911507407,936197191,2337368790,715840464,216476154,33653582148,440861393,319062587,551457838,5921086,527818594,51667303,52879639,46882052227,99280605,339375263,97206580,4455854,12594041,413670333,152606541,3.07483E+11,17510958,41918790,17340332477,1.51065E+11,29958053382,219495164,16451440891,1764259,225133310,112186056,7311571089,318745814,757966058,323457325,357560738,224227448,3658351708,3615977631,194140056,522810555,10444400292,5019482919,5786374210,4127490587,51423511,19352843,444940219,37109813,585433206,335770,3038265,180705977,1712410960,30681320863,129104082,95169456,54247721,671910688,65174169473,983214776,772064847,1591435883,13143912,131658258,0,7997091299,151834085,3332532,990852612,1351745467,171799,6512259548,2909692002,628874796,40130084419,9489878135,39364903,805818027,13556415851,12820429334,21713320814,1961736193,74970192296,1233931759,807366575,551025529,1938565,65771800593,31342196,3061618919,34071497,33545446,414563738,665849306,3244914,143417203,295866198,1237909238,1533321296,56843373,23330883,15171488038,41301516,96658591,130183667,240079282,138392261,78458007,2.76459E+11,49295776,37999949,137925871,11902658,10265104,2759884646,189879493,215028136,93231611,1313019,197272403,53580185315,72685304,3725081835,2102935224,201536510,3865856469,0,45676233,3779652727,1399489929,3546020530,26590268,8273011092,44314083,2079665068,10242464033,9268866572,5907584517,2318212642,2587599873,1414925874,6388256323,49877865,61728377,3258206,11138042450,384346235,181219887,11359410,114843308,35762643466,365017927,336053383,243015732,14738919,52610849,5501251850,59221363,16061988700,391226912,146954420,545889409,102324434,141796194,300580013,5139621218,24016808948,1186811,15202685,280415339,12697228528,0,221386936,18878021,2741773070,454093430,11894644760,79022564,486042,167617475,2528336115,17079143289,61463009663,0,1797365452,401627442,4447135,1652712927,10947235660,2265048,271803197,94142642,44544043
Uruguay,1,329071,189270715,0,1260623,0,0,468437143,3843,6137839,7595370,1711388,51546,434624,2821952,34618160,3930062,256492,47553826,296912,973966,0,0,50516206,0,0,1742350783,160138,12317633,536216,0,1937911,2180981,6801778,50251552,0,510,126982549,2597265426,54948390,0,36497647,0,0,3156866,12645468,4414794,175712,28679722,0,818091,2166789,10906347,0,60822,6469957,16310854,155026255,2258849,680391,0,1041681,0,564422,0,0,0,808091,48822335,9119697,5495576,126910,3933446,87636226,647685,0,767875,0,0,0,14645894,1090578,0,4071164,964954,0,1219022,1089381,500,75779759,13368734,3319325,73044307,6640795,93282821,97956930,917040,53702971,1299972,3458625,799778,0,20219649,0,5015036,0,0,1463738,7572088,0,381419,2340218,929500,225,3207128,0,6919692,1690,988247,31275,0,619422,6223873,143646226,0,37622,381495,0,0,3502914,672686,397168,65986,0,310252,230646286,0,905754,1299164,0,13579926,0,8669722,10851107,4817273,1256977,0,15934356,0,133189685,105221349,19093491,14956700,61852967,1329089,5662647,113930486,0,0,0,6389403,7020663,0,0,6605157,11686909,0,79479,5139,0,510,30583456,28755,77914466,792550,0,8232,0,0,170285,5912427,22261727,71900,0,0,60049973,0,44800,0,17300598,121485,140771889,0,0,0,852997,11245030,72630001,540437252,0,0,21000,33702222,34416872,0,1298,640594,207958
"Uzbekistan, Rep. of",494266111,2642210,349147,15799,0,0,0,204054,10179979,0,98346,6433413,73565621,0,1528,10629708,0,52193043,10570236,0,0,0,0,40022,1440787,0,1874049,0,13568422,0,0,0,8610,0,197490369,25885,0,1224266,1826504656,5057266,0,367906,0,0,4753,0,2967,255794,0,0,13112,5243599,65762,0,0,545789,0,32548876,0,0,0,7776016,0,0,0,0,0,1562,14764499,0,0,0,27760601,39524355,0,0,12902197,0,0,0,228414,0,0,0,0,0,67685,827763,0,18918573,8650090,167903253,11733154,481233,3695388,37877068,116300,7216499,97900,1023981647,192256,0,34088359,0,690156,772890638,0,49320093,802020,0,0,379742,60199527,160434,0,0,10064703,119188,0,32024,0,0,0,1407959,0,15110873,2429842,0,0,4848817,0,4842935,0,0,110062,34852257,0,0,0,0,0,0,1457392,0,13681,126628689,0,0,0,333006,3923375,3702018,86850754,10681817,28922713,5783363,1706098854,0,0,0,4075484,0,581526,0,0,69271265,0,63877,335994,0,0,3240195,0,3152622,144,0,0,0,1166001,180013,47428,17374368,0,331288788,0,6818407,0,0,0,0,781112,1644166595,95083931,0,0,225227568,18178535,18140419,21020474,0,0,0,678458,20797404,18483,102988,0,0
Vanuatu,0,0,0,0,53328,0,0,0,169,0,13572286,90788,4811,0,0,1197681,138,0,1801,0,0,3,0,0,0,0,50718,1182,0,0,0,167215,0,0,106788,0,0,15988,1267664,1757754,0,0,0,0,0,94,0,0,0,822,15566700,1461,1396,0,0,24,9157,6464,1834,0,0,36,0,0,0,562,87141,0,2278796,163,0,0,0,82368,0,0,0,0,0,112,0,0,0,0,0,0,174,241,0,0,688325,0,0,282,252,7184,0,3035378,0,0,2904,11991,585361,0,0,0,0,146,193,0,0,0,0,0,2936,0,5069225,0,440351,693,0,1,0,2000,1,2605,0,479,0,8724,0,0,43,216,0,3432,110321,1029678,0,0,466573,0,0,456,124728,377,0,0,80003,0,0,11377157,0,579,0,0,29698,0,0,0,0,0,122,0,0,75598,0,0,2029,29541,0,2771,0,0,295212,0,0,575,0,0,0,0,0,0,0,34250,0,0,13667,2953,2160,1894,0,0,0,8457,0,540160,5796180,0,0,0,1918091,179580,0,0,304,0
"Venezuela, Rep. Bolivariana de",0,588763,25719563,0,80387,160697,2279271,4208500,4922,361737931,33308,66649,0,0,0,754703,382,0,38744853,0,0,0,0,506666,3999,0,115199762,0,10609,18972,0,0,0,0,332028,0,516,5688259,679762943,9148963,0,58804069,239496,0,3097,2561608,0,0,134436874,0,0,0,1113964,0,21851,38043241,14178670,179179,166,0,895,2036279,0,0,0,7057,1968,0,28924665,0,2580,0,0,504843,0,0,7370067,4674,9806,0,128960352,0,0,0,79745,0,67897,0,1527,90673242,14216348,1034,0,5457,205549,49952369,25664027,79379720,0,0,0,0,3207075,14256,80964,0,0,0,3823849,0,0,0,16453,0,3773064,10535,14762831,47580,1224,0,0,0,0,8465902,0,18523,0,6840,50513,154,0,0,0,0,1380880,83772315,8044,0,1172460,0,9233996,26668,63,918,0,126589,0,1007401,0,1128,15240656,0,729041,23691589,517267,18613,1940826,9024,0,0,550534,0,59170,6098,0,1231383,0,0,0,0,0,278118,0,74508321,0,7312,1222179,1120,0,91703,408083,478063,0,27,0,5947412,0,0,0,50928449,998004,145769080,0,0,0,0,739467662,0,274029717,30678,1,0,0,9729996,32520,343,0,0
Vietnam,0,0,153267467,0,16712143,0,0,833910834,0,0,4528964968,3020483616,0,0,0,1277836362,0,0,3616969974,0,0,0,0,0,0,0,2270707274,11199329,107308826,0,0,0,4851249364,0,5292158917,0,0,1659624938,56200560938,11990430431,0,666158468,0,0,0,0,270675198,52545124,0,0,37979461,583652374,355171990,0,0,0,0,569134420,0,0,0,33660943,0,0,0,0,0,284366201,3211520403,0,0,0,0,7294797728,483261980,0,357853278,0,0,0,0,0,0,0,0,0,0,570543076,0,6275493196,3942801051,0,282667591,344511191,781013617,3882382956,0,20107569217,0,0,89238422,0,21964988327,0,60408960,0,596897984,219214749,0,0,0,0,102956028,127083868,0,0,4399641423,0,0,9536412,0,0,0,4594755805,0,0,0,0,0,0,88085286,408814935,0,0,0,7673722548,0,703728956,0,0,164121598,0,0,136413664,0,598986666,0,462246660,0,0,561672617,4595778141,2068150645,564990967,0,211140724,3207616314,0,0,0,371631861,30296262,0,0,0,4041940110,0,1236284475,440409105,0,0,847530548,0,2556628480,351526740,0,0,0,0,0,1201400648,240602555,0,0,53571416,5984252065,45551873,206314762,0,0,0,1228920979,0,0,0,344974469,4704602970,5737571019,96390158786,0,0,0,0,0,0,0,0,0
